state,polling_place,premises,address,suburb,postcode,wheelchair_access,match_source,match_type,latitude,longitude,geometry,pp_2016_index
QLD,Mackay Mater Hospital,Mater Hospital,Gordon St,MACKAY,4740.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-21.1306,149.166,POINT (149.166 -21.1306),3217
QLD,Mackay South,Mercy College,Penn St,MACKAY,4740.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-21.1548,149.184,POINT (149.184 -21.1548),3213
QLD,Mackay West,Mackay West Preschool,Brooks St,MACKAY,4740.0,F,2010 Polling Places,"Match 06 - state, polling_place, postcode",-21.1525,149.164,POINT (149.164 -21.1525),3215
QLD,Marian,Marian State School,Anzac Ave,MARIAN,4753.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-21.1458,148.958,POINT (148.958 -21.1458),3140
QLD,Merinda,Merinda State School,Bergl St,MERINDA,4805.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-20.0208,148.164,POINT (148.164 -20.0208),3216
QLD,Millaroo,Millaroo State School,Cunningham St,MILLAROO,4807.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-20.0581,147.28,POINT (147.28 -20.0581),3195
QLD,Mirani,Mirani State School,Maud St,MIRANI,4754.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-21.1609,148.863,POINT (148.863 -21.1609),3143
QLD,Mount Julian,O'Hanlon's Residence,Camms Rd,MOUNT JULIAN,4800.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-20.3743,148.619,POINT (148.619 -20.3743),3222
QLD,Mount Ossa,Mount Ossa Hall,Bruce Hwy,MOUNT OSSA,4741.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-20.9597,148.832,POINT (148.832 -20.9597),3192
QLD,Nebo Road,Sugar Research Institute,Nebo Rd,MACKAY,4740.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-21.162,149.159,POINT (149.159 -21.162),3215
QLD,North Eton,Eton North State School,Barber Rd,NORTH ETON,4741.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-21.2294,148.964,POINT (148.964 -21.2294),3127
QLD,North Mackay,Mackay North High School,Valley St,NORTH MACKAY,4740.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-21.118,149.19299999999996,POINT (149.193 -21.118),3212
QLD,Oakenden,Oakenden State School,Homebush Rd,OAKENDEN,4737.0,A,google geocode,GEOMETRIC_CENTER,-21.4067931,149.1864936,POINT (149.1864936 -21.4067931),3157
QLD,Osborne,Osborne State School,Kirknie Rd,OSBORNE,4806.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-19.7013,147.346,POINT (147.346 -19.7013),3221
QLD,Parkside,Big Birds Nest Child Care Centre,26 Darwin St,AYR,4807.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-19.5793,147.414,POINT (147.414 -19.5793),3180
QLD,Pioneer High School,Pioneer High School,Bedford Road,ANDERGROVE,4740.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-21.0968,149.18,POINT (149.18 -21.0968),3177
QLD,Planlands,Asian & Pacific Studies Centre,Boundary Rd,PLANLAND,4740.0,F,google geocode,ROOFTOP,-37.9117355,145.0618887,POINT (145.0618887 -37.9117355),6433
QLD,Proserpine,Proserpine Court House,Main St,PROSERPINE,4800.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-20.4014,148.58100000000005,POINT (148.581 -20.4014),3222
QLD,Proserpine Hospital,Proserpine Hospital,2 Herbert St,PROSERPINE,4800.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-20.3999,148.586,POINT (148.586 -20.3999),3222
QLD,Queens Beach,Queens Beach State School,Tracey St,QUEENS BEACH,4805.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-19.9777,148.22799999999995,POINT (148.228 -19.9777),3224
QLD,Racecourse,Racecourse Training Room,Peak Downs Hwy,RACECOURSE,4740.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-21.1644,149.11700000000005,POINT (149.117 -21.1644),3150
QLD,Sarina,St Lukes Hall,Broad St,SARINA,4737.0,A,google geocode,GEOMETRIC_CENTER,-21.4200163,149.2163583,POINT (149.2163583 -21.4200163),3157
QLD,Sarina Beach,Sarina Surf Lifesaving Clubhouse,Owen Jenkins Dr,SARINA BEACH,4737.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-21.3886,149.313,POINT (149.313 -21.3886),3110
QLD,Sarina Range,QCWA Hall,Marlborough Rd,COLSTON PARK,4737.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-21.5949,149.07,POINT (149.07 -21.5949),3165
QLD,Seaforth,Qld Ambulance Service Centre,Palm Ave,SEAFORTH,4741.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-20.9023,148.967,POINT (148.967 -20.9023),3226
QLD,Septimus,Septimus State School,Septimus-Mia Mia Rd,SEPTIMUS,4754.0,N,google geocode,GEOMETRIC_CENTER,-21.212895899999996,148.7860217,POINT (148.7860217 -21.2128959),3132
QLD,Shinfield,Swayneville State School,Range Rd,SHINFIELD,4737.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-21.4235,149.214,POINT (149.214 -21.4235),3157
QLD,Slade Point,Slade Point State School,Slade Point Rd,SLADE POINT,4740.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-21.0742,149.215,POINT (149.215 -21.0742),3227
QLD,Victoria Park,Victoria Park State School,Goldsmith St,MACKAY,4740.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-21.1477,149.194,POINT (149.194 -21.1477),3214
QLD,Walkerston,Walkerston State School,Dutton St,WALKERSTON,4751.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-21.1616,149.069,POINT (149.069 -21.1616),3168
QLD,Albany Creek,Albany Creek State School,696 Albany Creek Rd,ALBANY CREEK,4035.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-27.3462,152.97,POINT (152.97 -27.3462),3235
QLD,Albany Creek South,Albany Creek State High School,Cnr Albany Forest Dr & Old Northern Rd,ALBANY CREEK,4035.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-27.3569,152.969,POINT (152.969 -27.3569),3236
QLD,Arana Hills,Church Of Christ Hall,2 Bringelly st,ARANA HILLS,4054.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-27.3964,152.964,POINT (152.964 -27.3964),3238
QLD,Bray Park,Bray Park State School,Sparkes Rd,BRAY PARK,4500.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-27.2927,152.976,POINT (152.976 -27.2927),3240
QLD,Closeburn,Cedar Creek Public Hall,Mt Samson Rd,CLOSEBURN,4520.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-27.3276,152.866,POINT (152.866 -27.3276),3243
QLD,Dakabin,Dakabin State High School,Marsden Rd,DAKABIN,4503.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-27.2301,152.98,POINT (152.98 -27.2301),3949
QLD,Dayboro,Dayboro State School,58 Mckenzie St,DAYBORO,4521.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-27.1944,152.82,POINT (152.82 -27.1944),3244
QLD,Eatons Hill,South Pine Community Church,Eatons Crossing Rd,EATONS HILL,4037.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-27.3352,152.959,POINT (152.959 -27.3352),3246
QLD,Everton Hills,Wesleyan Methodist Church Hall,79 Queens Rd,EVERTON HILLS,4053.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-27.3865,152.982,POINT (152.982 -27.3865),3910
QLD,Everton Park,St Jude's Anglican Church Hall,27 McIlwraith St (cr Buller St),EVERTON PARK,4053.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-27.4058,152.989,POINT (152.989 -27.4058),3905
QLD,Everton Park North,Everton Park State School,1 Deakin St,EVERTON PARK,4053.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-27.3984,152.986,POINT (152.986 -27.3984),3905
QLD,Ferny Hills,Ferny Hills State School,Illuta Ave,FERNY HILLS,4055.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-27.401,152.944,POINT (152.944 -27.401),3249
QLD,Ferny Hills North,Patricks Rd Pre School,Patricks Rd,FERNY HILLS,4055.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-27.3934,152.934,POINT (152.934 -27.3934),3250
QLD,Kallangur,Kallangur State School,139 School Rd,KALLANGUR,4503.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-27.2492,152.99200000000005,POINT (152.992 -27.2492),3252
QLD,Kallangur East,Kallangur Community Centre,1480 Anzac Ave,KALLANGUR,4503.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-27.2487,153.0,POINT (153 -27.2487),3253
QLD,Kallangur West,"Kruger Hall, Penson Park",Ann St,KALLANGUR,4503.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-27.2452,152.988,POINT (152.988 -27.2452),3254
QLD,Kurwongbah,Kurwongbah State School,Eacham St,PETRIE,4502.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-27.2554,152.97,POINT (152.97 -27.2554),3255
QLD,Lawnton,Lawnton State School,Todds Rd,LAWNTON,4501.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-27.2809,152.975,POINT (152.975 -27.2809),3256
QLD,Mount Nebo,Mount Nebo State School,Mount Nebo Rd,MOUNT NEBO,4520.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-27.3965,152.784,POINT (152.784 -27.3965),3257
QLD,Murrumba Downs,Undurba State School,Ogg Rd,MURRUMBA DOWNS,4503.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-27.2609,153.009,POINT (153.009 -27.2609),3258
QLD,Petrie,North Pine School Of Arts,Anzac Ave,PETRIE,4502.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-27.2695,152.97799999999995,POINT (152.978 -27.2695),3260
QLD,Samford,Farmers Hall,Main St,SAMFORD,4520.0,F,2013 Polling Places,"Match 03 - state, premises, postcode",-27.3674,152.888,POINT (152.888 -27.3674),3262
QLD,Strathpine,Pine Rivers High School,Ash Ct (Off Spitfire Ave),STRATHPINE,4500.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-27.2964,152.989,POINT (152.989 -27.2964),3265
QLD,Strathpine East,Strathpine Pre School Centre,Grahams Rd,STRATHPINE,4500.0,A,google geocode,GEOMETRIC_CENTER,-27.295324,152.9999104,POINT (152.9999104 -27.295324),3265
QLD,Strathpine West,Strathpine West State School,Garbala Dr,STRATHPINE,4500.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-27.3065,152.97,POINT (152.97 -27.3065),3267
QLD,Warner,Bray Park State High School,Old North Rd,BRAY PARK,4500.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-27.301,152.963,POINT (152.963 -27.301),3241
QLD,Alberton,St Peters Lutheran Church Hall,Alberton Rd,ALBERTON,4207.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-27.7036,153.257,POINT (153.257 -27.7036),3269
QLD,Biggera Waters,Biggera Waters State School,Coombabah Rd,BIGGERA WATERS,4216.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-27.9283,153.39700000000005,POINT (153.397 -27.9283),3275
QLD,Canowindra,Ormeau State School,Mirambeena Dr,PIMPAMA,4209.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-27.8005,153.276,POINT (153.276 -27.8005),3278
QLD,Carbrook,Carbrook State School,Beenleigh-Redland Bay Rd,CARBROOK,4130.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-27.6783,153.235,POINT (153.235 -27.6783),3489
QLD,Chatswood Hills,Chatswood Hills State School,Raleigh St,SPRINGWOOD,4127.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-27.6285,153.139,POINT (153.139 -27.6285),4332
QLD,Coochiemudlo Island,School Lodge,Elizabeth St,COOCHIEMUDLO ISLAND,4184.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-27.5692,153.329,POINT (153.329 -27.5692),3045
QLD,Coombabah,Coombabah State School,Oxley Dr,COOMBABAH,4216.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-27.8942,153.388,POINT (153.388 -27.8942),3279
QLD,Coombabah High,Coombabah High School,Pine Ridge Rd,COOMBABAH,4216.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-27.9013,153.373,POINT (153.373 -27.9013),3279
QLD,Coomera,Coomera State School,Dreamworld Parkwy,COOMERA,4209.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-27.8678,153.316,POINT (153.316 -27.8678),3281
QLD,Cornubia,Chisholm Catholic College,204 California Creek Rd,CORNUBIA,4130.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-27.6656,153.204,POINT (153.204 -27.6656),3492
QLD,Eight Mile Plains,Eight Mile Plains State School,Underwood Rd,EIGHT MILE PLAINS,4113.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-27.593000000000004,153.109,POINT (153.109 -27.593),4206
QLD,Helensvale,Helensvale State School,Lindfield Rd,HELENSVALE,4210.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-27.9156,153.329,POINT (153.329 -27.9156),3285
QLD,Helensvale North,Helensvale State High School,Discovery Dr,HELENSVALE,4210.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-27.8968,153.326,POINT (153.326 -27.8968),3286
QLD,Hope Island,Banksia Park Hall,Crescent Ave,HOPE ISLAND,4212.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-27.8733,153.376,POINT (153.376 -27.8733),3287
QLD,Jacobs Well,Jacobs Well Community Centre,118 Stapylton-Jacobs Well Rd,JACOBS WELL,4208.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-27.7789,153.362,POINT (153.362 -27.7789),3288
QLD,Kimberley Park,Kimberley Park State School,Floret St,SHAILER PARK,4128.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-27.6472,153.17700000000005,POINT (153.177 -27.6472),3496
QLD,Lamb Island,Pioneer Hall,Lucas Dr,LAMB ISLAND,4184.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-27.6243,153.384,POINT (153.384 -27.6243),3051
QLD,Macleay Island,Macleay Island Progress Hall,Russell Tce,MACLEAY ISLAND,4184.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-27.631,153.366,POINT (153.366 -27.631),3051
QLD,Mt Cotton,Mt Cotton State School,Mt Cotton Rd,MOUNT COTTON,4165.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-27.621,153.236,POINT (153.236 -27.621),3052
QLD,Paradise Lakes,Coombabah Progress Assn Hall,91 Hansford Rd,COOMBABAH,4216.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-27.8988,153.379,POINT (153.379 -27.8988),3279
QLD,Paradise Point,Paradise Point Community Centre,Community La,PARADISE POINT,4216.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-27.8863,153.394,POINT (153.394 -27.8863),3296
QLD,Redland Bay,Redland Bay State School,Gordon Rd,REDLAND BAY,4165.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-27.6191,153.292,POINT (153.292 -27.6191),3056
QLD,Rochedale,Rochedale State School,Rochedale Rd,ROCHEDALE,4123.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-27.5808,153.126,POINT (153.126 -27.5808),3013
QLD,Rochedale South,Rochedale South State School,Wendron St,ROCHEDALE SOUTH,4123.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-27.5909,153.129,POINT (153.129 -27.5909),4346
QLD,Runaway Bay,Runaway Bay Community Centre,Lae Dr,RUNAWAY BAY,4216.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-27.912,153.393,POINT (153.393 -27.912),3298
QLD,Russell Island,Russell Island State School,High St,RUSSELL ISLAND,4184.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-27.6514,153.381,POINT (153.381 -27.6514),3057
QLD,Shailer Park,Shailer Park State High School,Leaf St,SHAILER PARK,4128.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-27.663,153.187,POINT (153.187 -27.663),3510
QLD,Slacks Creek,Slacks Creek State School,Daisy Hill Rd,SLACKS CREEK,4127.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-27.6432,153.153,POINT (153.153 -27.6432),3511
QLD,Springwood Central,Springwood Central State School,Dennis Rd,SPRINGWOOD,4127.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-27.6187,153.129,POINT (153.129 -27.6187),4352
QLD,Springwood Road,Springwood Road State School,Springwood Rd,SPRINGWOOD,4127.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-27.608,153.129,POINT (153.129 -27.608),4354
QLD,Victoria Point,Victoria Point State School,Colburn Ave,VICTORIA POINT,4165.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-27.583,153.296,POINT (153.296 -27.583),3062
QLD,Victoria Point South,St Rita's School,39 Benfer Rd,VICTORIA POINT,4165.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-27.5951,153.287,POINT (153.287 -27.5951),3064
QLD,Woongoolba,Woongoolba State School,Stapylton-Jacobs Well Rd,WOONGOOLBA,4207.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-27.7445,153.31799999999996,POINT (153.318 -27.7445),3304
QLD,Amamoor,Amamoor State School,Elizabeth St,AMAMOOR,4570.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-26.3458,152.674,POINT (152.674 -26.3458),4406
QLD,Bli Bli,Bli Bli State School,School Rd,BLI BLI,4560.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-26.6151,153.032,POINT (153.032 -26.6151),3305
QLD,Boreen Point,Boreen Point Rural Fire Brigade,cnr Tewah Rd & Boreen Pde,BOREEN POINT,4565.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-26.2865,152.995,POINT (152.995 -26.2865),4412
QLD,Burnside,Burnside State School,Blaxland Rd,BURNSIDE,4560.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-26.6339,152.952,POINT (152.952 -26.6339),3314
QLD,Chatsworth,Chatsworth State School,Bruce Hwy North,CHATSWORTH,4570.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-26.1335,152.625,POINT (152.625 -26.1335),4415
QLD,Coolum,Coolum State High School,Havana Rd East,PEREGIAN BEACH SOUTH,4573.0,A,google geocode,GEOMETRIC_CENTER,-26.502182,153.0870763,POINT (153.0870763 -26.502182),3343
QLD,Coolum Beach,Coolum Beach Civic Centre,Park St,COOLUM BEACH,4573.0,A,2010 Polling Places,"Match 02 - state, premises, postcode",-26.5308,153.091,POINT (153.091 -26.5308),3316
QLD,Cooran,Cooran State School,James St,COORAN,4569.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-26.3412,152.82399999999996,POINT (152.824 -26.3412),4419
QLD,Cooroy,Noosa District High School,Tulip St,COOROY,4563.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-26.4241,152.909,POINT (152.909 -26.4241),4420
QLD,Deep Creek,Gympie East State School,Cedar Pocket Rd,GYMPIE,4570.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-26.1805,152.733,POINT (152.733 -26.1805),4431
QLD,Eumundi,Eumundi State School,Eumundi Noosa Rd,EUMUNDI,4562.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-26.4734,152.952,POINT (152.952 -26.4734),3321
QLD,Federal,Federal State School,1612 Bruce Hwy,SKYRINGS CREEK,4568.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-26.3917,152.863,POINT (152.863 -26.3917),4454
QLD,Goomboorian,Goomboorian Memorial Hall,Tin Can Bay & Ross Rds,GOOMBOORIAN,4570.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-26.0758,152.78,POINT (152.78 -26.0758),4426
QLD,Gympie City,Gympie Senior Citizens Hall,Mellor St,GYMPIE,4570.0,F,google geocode,GEOMETRIC_CENTER,-26.188185999999998,152.66740090000002,POINT (152.6674009 -26.188186),4430
QLD,Gympie High School,Gympie State High School,Cootharaba Rd,GYMPIE,4570.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-26.1901,152.678,POINT (152.678 -26.1901),4421
QLD,Gympie North,Gympie Church of Christ,10 Tucker St,GYMPIE,4570.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-26.1829,152.67,POINT (152.67 -26.1829),4434
QLD,Gympie South Side,Gympie South State School,Exhibition Rd,GYMPIE,4570.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-26.199,152.648,POINT (152.648 -26.199),4456
QLD,Gympie West,James Nash High School,Myall St,GYMPIE,4570.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-26.1752,152.656,POINT (152.656 -26.1752),4432
QLD,Imbil,Imbil State School,Edward St,IMBIL,4570.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-26.4605,152.679,POINT (152.679 -26.4605),4435
QLD,Jones Hill,Jones Hill State School,21 McIntosh Creek Rd,GYMPIE,4570.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-26.2287,152.666,POINT (152.666 -26.2287),4436
QLD,Kandanga,Kandanga State School,84 Main St,KANDANGA,4570.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-26.3871,152.678,POINT (152.678 -26.3871),4437
QLD,Kenilworth,Kenilworth State School,Elizabeth St,KENILWORTH,4574.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-26.5944,152.72799999999995,POINT (152.728 -26.5944),3323
QLD,Kin Kin,Kin Kin State School,Main St,KIN KIN,4571.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-26.2628,152.874,POINT (152.874 -26.2628),4439
QLD,Kureelpa,Kureelpa Public Hall,Nambour Mapleton Rd,KUREELPA,4560.0,F,2016 Polling Places,"Match 04 - state, premises, postcode",-26.6174,152.901,POINT (152.901 -26.6174),3325
QLD,Kybong,Kybong Hall,Bruce Hwy,KYBONG,4570.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-26.2804,152.71200000000005,POINT (152.712 -26.2804),4440
QLD,Lake Cooroibah,Lake Cooroibah Holiday Park,Maximillian Rd,LAKE COOROIBAH,4565.0,F,google geocode,GEOMETRIC_CENTER,-26.3526065,153.0434539,POINT (153.0434539 -26.3526065),4462
QLD,Mapleton,Mapleton State School,Flaxton Dr,MAPLETON,4560.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-26.6242,152.866,POINT (152.866 -26.6242),3326
QLD,Monkland,Monkland State School,220 Brisbane Rd,GYMPIE,4570.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-26.2121,152.685,POINT (152.685 -26.2121),4421
QLD,Montville,St Marys Community Hall,Memorial Cl,MONTVILLE,4560.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-26.6883,152.893,POINT (152.893 -26.6883),3372
QLD,Mothar Mountain,Mothar Mountain Community Hall,Old Noosa & Shadbolt Rds,MOTHAR MOUNTAIN,4570.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-26.2289,152.782,POINT (152.782 -26.2289),4445
QLD,Mount Coolum,Mount Coolum Day Care Centre,30 Suncoast Beach Rd,MOUNT COOLUM,4573.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-26.5663,153.091,POINT (153.091 -26.5663),3333
QLD,Mudjimba,Mudjimba Community Hall,41 Cottonwood St,MUDJIMBA,4564.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-26.6185,153.096,POINT (153.096 -26.6185),3334
QLD,Nambour,Nambour State School,Coronation Ave,NAMBOUR,4560.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-26.6287,152.955,POINT (152.955 -26.6287),3337
QLD,Nambour Heights,Crescent Place,136 Mapleton Rd,NAMBOUR,4560.0,A,google geocode,RANGE_INTERPOLATED,-26.6209087,152.9382511,POINT (152.9382511 -26.6209087),3338
QLD,Nambour Hospital,Nambour Hospital,Hospital Rd,NAMBOUR,4560.0,F,google geocode,GEOMETRIC_CENTER,-26.623072600000004,152.9548632,POINT (152.9548632 -26.6230726),3335
QLD,Nambour South,Salvation Army Hall,Currie St,NAMBOUR,4560.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-26.6313,152.964,POINT (152.964 -26.6313),3337
QLD,Noosa Heads,Sunshine Beach State School,David Low Way,SUNSHINE BEACH,4567.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-26.4016,153.10299999999995,POINT (153.103 -26.4016),4448
QLD,Noosaville,Noosaville Baptist Church Hall,213 Weyba Rd,NOOSAVILLE,4566.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-26.4042,153.075,POINT (153.075 -26.4042),4469
QLD,Noosaville East,Good Shepherd Lutheran College,115 Eumundi Rd,NOOSAVILLE,4566.0,F,google geocode,ROOFTOP,-26.4087827,153.0494119,POINT (153.0494119 -26.4087827),4450
QLD,Noosaville West,Noosaville State School,Beckmans Rd,NOOSAVILLE,4566.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-26.4113,153.033,POINT (153.033 -26.4113),3339
QLD,North Arm,North Arm State School,North Arm Yandina Creek Rd,NORTH ARM,4561.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-26.5239,152.966,POINT (152.966 -26.5239),3340
QLD,Pacific Paradise,Pacific Paradise State School,Menzies Dr,PACIFIC PARADISE,4564.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-26.6119,153.08100000000005,POINT (153.081 -26.6119),3341
QLD,Peregian Beach,Peregian Beach Kindergarten,Rufous St,PEREGIAN BEACH,4573.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-26.4791,153.095,POINT (153.095 -26.4791),4452
QLD,Pie Creek,Pie Creek Hall,Herron Rd,PIE CREEK,4570.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-26.2405,152.62,POINT (152.62 -26.2405),4453
QLD,Pomona,Pomona Memorial Hall,Reserve St,POMONA,4568.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-26.3656,152.855,POINT (152.855 -26.3656),4454
QLD,Tewantin,Tewantin State School,Werin St,TEWANTIN,4565.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-26.3898,153.032,POINT (153.032 -26.3898),4462
QLD,Veteran,Veteran Hall,9 Sandy Creek Rd,VETERAN,4570.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-26.1357,152.701,POINT (152.701 -26.1357),4468
QLD,Yandina,Yandina School of Arts hall,Bruce Hwy,YANDINA,4561.0,F,2016 Polling Places,"Match 04 - state, premises, postcode",-26.56,152.957,POINT (152.957 -26.56),3349
QLD,Alexandra Headland,Suncity Bowl,Mari St,ALEXANDRA HEADLAND,4572.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-26.6661,153.102,POINT (153.102 -26.6661),3318
QLD,Aroona,Aroona Child Care Centre,134 Beerburrum St,AROONA,4551.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-26.78,153.12,POINT (153.12 -26.78),3360
QLD,Arthur Street,Caloundra Scout Hall,Cnr Arthur & Lewis Sts,CALOUNDRA,4551.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-26.7997,153.127,POINT (153.127 -26.7997),3355
QLD,Buddina,Kawana Community Centre Hall,Nanyima St,BUDDINA,4575.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-26.6993,153.13299999999995,POINT (153.133 -26.6993),3354
QLD,Buderim,Buderim Mountain State School,Main St,BUDERIM,4556.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-26.685,153.053,POINT (153.053 -26.685),3308
QLD,Buderim Central,Suncity Christian Centre Hall,96 Burnett St,BUDERIM,4556.0,N,google geocode,ROOFTOP,-26.6878022,153.0474862,POINT (153.0474862 -26.6878022),3313
